add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13169-72857,7/15/2013,Certified-Expired,H-1B,INDIA,,2/24/2015,"6TH FLOOR, 28TH W 23 STREET",,NEW YORK,UNITED STATES OF AMERICA,Director of Project Management,160,212-965-5388,,10010,NEW YORK,2000,N,INDIA,SUFFERN,Master's
,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",NEW YORK,,,A-13176-75027,7/10/2013,Certified-Expired,H-1B,INDIA,,3/5/2015,702 SOUTHWEST 8TH ST.,,BENTONVILLE,UNITED STATES OF AMERICA,Assistant General Counsel,1400000,4792771440,,72716-0215,ARKANSAS,1962,A,INDIA,FREMONT,Bachelor's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13168-72468,9/21/2013,Denied,H-1B,INDIA,,5/20/2015,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,N,INDIA,GILBERT,Doctorate
,Schaumburg,International Legal and Business Services Group LLP,ILLINOIS,,,A-13176-74937,8/17/2013,Certified,H-1B,INDIA,,5/22/2015,"38 FRONT ST.,",UNIT 4,WORCESTER,UNITED STATES OF AMERICA,"Director, Business Development",232,508-752-2040,111,1608,MASSACHUSETTS,1999,A,INDIA,IRVING,Master's
,New York,"Holland & Knight, LLP",NEW YORK,,,A-13163-71084,10/21/2013,Certified,,ARGENTINA,,5/14/2015,15950 W DIXIE HIGHWAY,,NORTH MIAMI BEACH,UNITED STATES OF AMERICA,Human Resources Manager,128,7862747081,,33162,FLORIDA,2000,A,ARGENTINA,AVENTURA,None
,Detroit,"Butzel Long, a professional corporation",MICHIGAN,,,A-13168-72515,7/23/2013,Certified,H-1B,INDIA,,4/20/2015,15620 TECHNOLOGY DRIVE,,NORTHVILLE,UNITED STATES OF AMERICA,Human Resource Manager,143,7342333300,,48168,MICHIGAN,1998,A,INDIA,FARMINGTON HILLS,Master's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13168-72423,6/21/2013,Certified-Expired,H-1B,INDIA,,3/2/2015,559 D'ONOFRIO DRIVE,SUITE # 101,MADISON,UNITED STATES OF AMERICA,COO,116,608-827-7884,207,53719,WISCONSIN,2000,A,INDIA,WAUKESHA,Bachelor's
,Miami,"Cordero & Associates, P.A.",FLORIDA,,,A-13171-73671,6/20/2013,Certified-Expired,E-2,VENEZUELA,,1/22/2015,2261 PONCE DE LEON BLVD.,,CORAL GABLES,UNITED STATES OF AMERICA,General Manager,2,(305) 443-9933,,33134,FLORIDA,1995,A,VENEZUELA,MIAMI,None
,Buffalo,Berger & Berger,NEW YORK,,,A-13171-73672,6/20/2013,Certified-Expired,H-1B,VIETNAM,,2/12/2015,4520 RANSOM ROAD,,CLARENCE,UNITED STATES OF AMERICA,Chief Executive Officer,5,7167596985,,14031,NEW YORK,2000,A,VIETNAM,TONAWANDA,Master's
,Silver Spring,International Services Corporation,MARYLAND,,,A-13168-72527,6/17/2013,Denied,H-1B,PHILIPPINES,,6/19/2015,1000 S. MAIN STREET,P.O. BOX 2850,FLORENCE,UNITED STATES OF AMERICA,Superintendent,1200,(520) 866-3500,,85132,ARIZONA,1974,A,PHILIPPINES,ROSEDALE,Master's
,Boston,"Iandoli & Desai, P.C.",MASSACHUSETTS,,,A-13171-73696,11/12/2013,Denied,H-1B,INDIA,,6/4/2015,12 FARNSWORTH ST 6TH FLOOR,,BOSTON,UNITED STATES OF AMERICA,Senior Human Resources Analyst,992,617-316-1008,,2210,MASSACHUSETTS,1995,N,INDIA,QUINCY,Master's
,Cheshire,"Patricia A. Murphy, Esq., LLC",CONNECTICUT,,,A-13169-72864,6/18/2013,Denied,F-1,INDIA,,2/6/2015,905 HONEYSPOT RD,,STRATFORD,UNITED STATES OF AMERICA,H.R. Director,100,2033803449,,6615,CONNECTICUT,1969,A,INDIA,STRATFORD,Master's
,,,,,,A-13168-72426,6/21/2013,Certified-Expired,F-1,INDIA,,12/30/2014,120 WEST GOLF ROAD,SUITE 204,SCHAUMBURG,UNITED STATES OF AMERICA,President,45,847-466-1067,,60195,ILLINOIS,2003,N,INDIA,HARRISON,Master's
,Edison,"Law office of Thomas V. Allen, PLLC",NEW JERSEY,,,A-13176-74823,6/26/2013,Certified-Expired,H-1B,INDIA,,1/23/2015,1199 AMBOY AVE,SUITE 2F,EDISON,UNITED STATES OF AMERICA,PRESIDENT,70,732-662-3650,,8837,NEW JERSEY,2007,A,INDIA,PLAINSBORO,Master's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13168-72636,9/19/2013,Denied,H-1B,BANGLADESH,,9/30/2015,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,A,BANGLADESH,AUSTIN,Master's
,Vienna,Law Offices of Romney Wright,VIRGINIA,,,A-13166-72235,6/25/2013,Certified-Expired,Not in USA,PHILIPPINES,,1/20/2015,8132 LEE HIGHWAY P O BOX 848,,MERRIFIELD,UNITED STATES OF AMERICA,Office Manager,500,703-560-9371,,22116,VIRGINIA,1971,A,PHILIPPINES,NEGROS ORIENTAL,None
,PLAINSBORO,"Khavinson & Associates, PC.",NEW JERSEY,,,A-13167-72259,6/27/2013,Certified-Expired,L-1,BELARUS,,2/11/2015,41 UNIVERSITY DRIVE,SUITE 202,NEWTOWN,UNITED STATES OF AMERICA,HR Administrator,475,267-759-9000,,18940,PENNSYLVANIA,1993,A,HUNGARY,SAN FRANCISCO,Master's
,,,,,,A-13169-73062,7/9/2013,Certified-Expired,F-2,ARMENIA,,2/27/2015,"504 NORTH 5TH STR., SUITE B",,BATON ROUGE,UNITED STATES OF AMERICA,Owner/Secretary,6,225 338 1211,,70802,LOUISIANA,1979,A,ARMENIA,BATON ROUGE,Other
,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",NEW YORK,,,A-13164-71531,6/14/2013,Certified-Expired,H-1B,COLOMBIA,,1/20/2015,55 EAST 52ND ST.,27TH FLOOR,NEW YORK,UNITED STATES OF AMERICA,In-House Immigration Counsel,7000,212-446-7000,,10022,NEW YORK,1926,A,COLOMBIA,PITTSBURGH,Master's
,Los Angeles,"Law Offices of Jane Oak & Associates, P.C.",CALIFORNIA,,,A-13225-87892,8/19/2013,Certified-Expired,F-1,SOUTH KOREA,,3/10/2015,701 S. CAPITAL OF TEXAS HWY.E-550,,WEST LAKE HILLS,UNITED STATES OF AMERICA,Owner,10,512.328.3333,,78746,TEXAS,2009,A,SOUTH KOREA,AUSTIN,None
,Edison,Pasricha & Patel LLC,NEW JERSEY,,,A-13175-74367,6/28/2013,Certified,H-1B,INDIA,,8/7/2015,9243 S ROBERTS RD,,HICKORY HILLS,UNITED STATES OF AMERICA,President,12,708-599-5666,,60457-2079,ILLINOIS,1986,A,INDIA,FARMINGTON HILLS,Master's
,Philadelphia,Rudnick Spector Firm PC,PENNSYLVANIA,,,A-13175-74551,7/18/2013,Certified-Expired,H-1B,INDIA,,2/17/2015,ONE COMCAST CENTER,1701 JFK BOULEVARD,PHILADELPHIA,UNITED STATES OF AMERICA,HR Administrator,85500,215-286-5912,,19103,PENNSYLVANIA,1963,A,INDIA,EXTON,Master's
,Los Angeles,HA & KIM Attorneys At Law PC,CALIFORNIA,,,A-13170-73493,6/19/2013,Withdrawn,F-1,SOUTH KOREA,,1/8/2015,2801 E. COLORADO BLVD,,PASADENA,UNITED STATES OF AMERICA,Secretary,17,626-744-9191,,91107,CALIFORNIA,1993,N,SOUTH KOREA,PASADENA,Master's
,San Jose,Immigration Law Group LLP,CALIFORNIA,,,A-13168-72661,6/20/2013,Denied,H-1B,INDIA,,9/15/2015,1133 INNOVATION WAY,,SUNNYVALE,UNITED STATES OF AMERICA,Global Mobility Manager,3272,(408) 745-2000,,94089,CALIFORNIA,1996,A,INDIA,SAN JOSE,Master's
,St. Louis,"Greensfelder, Hemker & Gale, P.C.",MISSOURI,,,A-13176-74955,6/25/2013,Certified-Expired,H-1B,PHILIPPINES,,2/10/2015,2200 WEST STATE STREET,,LAWRENCEVILLE,UNITED STATES OF AMERICA,Chief Executive Officer,155,618-943-1000,,62439,ILLINOIS,1950,A,PHILIPPINES,LAWRENCEVILLE,Bachelor's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13171-73567,9/30/2013,Certified,H-1B,CHINA,,4/24/2015,D/B/A PINPOINT GLOBAL COMMUNICATIONS,"9 TRAFALGAR SQUARE, SUITE 150",NASHUA,UNITED STATES OF AMERICA,Chief Financial Officer,36,603-880-8130,212,3063,NEW HAMPSHIRE,1999,A,CHINA,BEDFORD,Master's
,Casselberry,Avant Healthcare Professionals LLC,FLORIDA,,,A-13164-71697,6/13/2013,Certified-Expired,H-1B,UNITED KINGDOM,,12/30/2014,"1211 SEMORAN BLVD, STE 227",,CASSELBERRY,UNITED STATES OF AMERICA,Senior Vice President of Operations,144,4076812999,120,32707,FLORIDA,2003,Y,UNITED KINGDOM,COVENTRY,Bachelor's
,Ann Arbor,"Dehai Tao, P.C.",MICHIGAN,,,A-13164-71567,6/13/2013,Certified-Expired,H-1B,INDIA,,1/14/2015,32985 HAMILTON COURT,SUITE 111,FARMINGTON HILLS,UNITED STATES OF AMERICA,Vice President,23,2484899492,,48334,MICHIGAN,2004,A,INDIA,ATLANTA,Master's
,Chicago,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ILLINOIS,,,A-13164-71736,7/9/2013,Certified-Expired,H-1B,INDIA,,3/2/2015,100 ABBOTT PARK ROAD,,ABBOTT PARK,UNITED STATES OF AMERICA,Senior Paralegal,70000,(224) 667-8130,,60064,ILLINOIS,1888,N,INDIA,SUNNYVALE,Doctorate
,Gaithersburg,Law Office of Aparna Dave,MARYLAND,,,A-13171-73803,8/21/2013,Certified-Expired,H-1B,INDIA,,3/31/2015,"1 AIRPORT PLACE, SUITE 3",,PRINCETON,UNITED STATES OF AMERICA,President,8,6094522323,,8648,NEW JERSEY,2000,A,INDIA,MONMOUTH JUNCTION,Bachelor's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13169-72855,7/2/2013,Certified-Expired,H-1B,INDIA,,3/13/2015,4 WEST ROLLING CROSSROADS,SUITE # 09,CATONSVILLE,UNITED STATES OF AMERICA,President,117,410-455-5152,104,21228,MARYLAND,2000,A,INDIA,IRVING,Master's
,Charlotte,Garfinkel Immigration Law Firm,NORTH CAROLINA,,,A-13172-74133,9/18/2013,Certified,H-1B,INDIA,,4/24/2015,ONE CONTINENTAL DRIVE,,AUBURN HILLS,UNITED STATES OF AMERICA,Human Resources Manager,5411,248-393-5300,,48326,MICHIGAN,1998,A,INDIA,AUBURN HILLS,Bachelor's
,San Francisco,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-13176-75096,7/2/2013,Certified-Expired,H-1B,SLOVAKIA,,3/9/2015,1 HACKER WAY,(ALSO KNOWN AS 1601 WILLOW ROAD),MENLO PARK,UNITED STATES OF AMERICA,Global Tax & Immigration Manager,5080,650-543-4800,,94025,CALIFORNIA,2004,A,CZECHOSLOVAKIA,SUNNYVALE,Master's
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13169-72845,7/17/2013,Denied,H-1B,INDIA,,2/18/2015,A WHOLLY OWNED SUBSIDIARY OF LKQ CORPORATION,655 GRASSMERE PARK DRIVE,NASHVILLE,UNITED STATES OF AMERICA,"Senior Director, Software Services",5784,615 781 5200,,37211,TENNESSEE,1974,A,INDIA,NASHVILLE,Bachelor's
,Richardson,"Alan C. Chen, P.C.",TEXAS,,,A-13171-73621,6/25/2013,Certified-Expired,H-1B,INDIA,,1/26/2015,5525 N MACARTHUR BLVD,SUITE 655,IRVING,UNITED STATES OF AMERICA,CEO,45,469-647-4300,220,75038,TEXAS,2010,A,INDIA,LONG BEACH,Master's
,Boston,Savitz Law Offices,MASSACHUSETTS,,,A-13176-74737,7/23/2013,Certified-Expired,H-1B,INDIA,,3/10/2015,108 CORPORATE PARK DRIVE,SUITE 105,WHITE PLAINS,UNITED STATES OF AMERICA,"Vice President, Human Resources",336,914-253-6600,,10604,NEW YORK,1992,A,INDIA,CHICAGO,Bachelor's
,ROCKVILLE,YEAGER AND ETKIND ATTORNEYS AT LAW,MARYLAND,,,A-13168-72390,6/14/2013,Certified,H-1B,RUSSIA,,8/27/2015,745 TIFFANY DRIVE,,GAITHERSBURG,UNITED STATES OF AMERICA,MANAGER,10,(202) 536-5360,,20878,MARYLAND,2003,A,RUSSIA,BETHESDA,Master's
,Atlanta,McKenna Long & Aldridge LLP,GEORGIA,,,A-13163-71040,6/18/2013,Certified-Expired,H-1B,TURKEY,,1/9/2015,"303 PEACHTREE CENTER AVENUE, NE",SUITE 575,ATLANTA,UNITED STATES OF AMERICA,Director of Human Resources,47,4046145082,,30303,GEORGIA,1982,A,TURKEY,DULUTH,Master's
,Denver,Ogletree Deakins,COLORADO,,,A-13172-73990,6/21/2013,Certified-Expired,H-1B,DENMARK,,2/4/2015,1005 GRAVENSTEIN HWY N,,SEBASTOPOL,UNITED STATES OF AMERICA,Recruiting Manager,189,707-827-7000,,95472,CALIFORNIA,1978,A,DENMARK,BROOKLYN,Master's
,Silver Spring,LAW OFFICES OF SINGH & ASSOCIATES,MARYLAND,,,A-13164-71707,7/3/2013,Denied,H-1B,PAKISTAN,,1/15/2015,"22636 DAVIS DRIVE, SUITE 100",,STERLING,UNITED STATES OF AMERICA,CHIEF STRATEGY OFFICER,600,703-887-1009,,20164,VIRGINIA,2003,A,PAKISTAN,VIENNA,Bachelor's
,,,,,,A-13170-73102,6/19/2013,Certified-Expired,F-1,SOUTH KOREA,,2/9/2015,3500 WEST BLVD,,MONTGOMERY,UNITED STATES OF AMERICA,COMPLEX HR MANAGER,1400,3343871711,,36108,ALABAMA,2006,A,SOUTH KOREA,DULUTH,High School
,Vienna,Law Offices of Romney Wright,VIRGINIA,,,A-13169-73064,6/25/2013,Certified-Expired,Not in USA,PHILIPPINES,,2/2/2015,8132 LEE HIGHWAY P O BOX 848,,MERRIFIELD,UNITED STATES OF AMERICA,Office Manager,500,703-560-9371,,22116,VIRGINIA,1971,A,PHILIPPINES,TONDO,None
,Fremont,Law Offices of Mahesh Bajoria,CALIFORNIA,,,A-13172-74068,6/21/2013,Denied,F-1,INDIA,,1/28/2015,1270 OAKMEAD PKWY,SUITE# 115,SUNNYVALE,UNITED STATES OF AMERICA,Director,227,408-733-1530,,94085,CALIFORNIA,2004,A,INDIA,IRVINE,Master's
,WHITE PLAINS,"DELGADO & DELGADO, ESQS.",NEW YORK,,,A-13149-66907,5/28/2013,Denied,EWI,ECUADOR,,9/4/2015,103 NORTH STATE ROAD,,BRIARCLIFF MANOR,UNITED STATES OF AMERICA,PRESIDENT,15,(914) 762-0200,,10510,NEW YORK,2012,A,ECUADOR,"PLEASANTVILLE,",None
,Lexington,Stoll Keenon Ogden PLLC,KENTUCKY,,,A-13172-74076,7/8/2013,Certified-Expired,H-1B,SOUTH KOREA,,3/4/2015,2301 S. THIRD STREET,,LOUISVILLE,UNITED STATES OF AMERICA,Executive Vice President and University Provost,9148,502-852-6981,,40292,KENTUCKY,1798,A,SOUTH KOREA,LOUISVILLE,Master's
,Los Angeles,Law Offices of Neil J. Sheff,CALIFORNIA,,,A-13164-71773,6/21/2013,Certified-Expired,H-1B,HONDURAS,,2/9/2015,3216 NEBRASKA AVE,,SANTA MONICA,UNITED STATES OF AMERICA,DIRECTOR OF HR,170,310 829-9087,,90404,CALIFORNIA,1965,A,HONDURAS,SANTA MONICA,Bachelor's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13164-71728,9/20/2013,Denied,H-1B,INDIA,,7/13/2015,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,A,INDIA,FOLSOM,Master's
,Los Angeles,"Law Offices of Jane Oak & Associates, P.C.",CALIFORNIA,,,A-13164-71805,6/17/2013,Denied,H-1B,THAILAND,,8/26/2015,6376 YUCCA ST. STE. B,,LOS ANGELES,UNITED STATES OF AMERICA,Executive Director,9,323-468-2555,,90028,CALIFORNIA,1994,A,THAILAND,WEST HOLLYWOOD,Master's
,San Francisco,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-13171-73704,6/26/2013,Certified-Expired,H-1B,INDIA,,1/13/2015,10 SOUTH DEARBORN STREET,IL1-0043,CHICAGO,UNITED STATES OF AMERICA,Executive Director & Assistant General Counsel,239000,312-732-2655,,60603,ILLINOIS,1838,A,INDIA,IRVING,Master's
,Chicago,"Law Offices A.E. Gustafsson, P.C.",ILLINOIS,,,A-13171-73773,7/19/2013,Denied,H-1B,SOUTH AFRICA,,3/20/2015,500 W. 18TH STREET,SUITE 301,CHICAGO,UNITED STATES OF AMERICA,President,14,3129429570,207,60616,ILLINOIS,2001,Y,SOUTH AFRICA,LAKE IN THE HILLS,Other
,Owings Mills,Murthy Law Firm,MARYLAND,,,A-13177-75239,6/27/2013,Denied,H-1B,PERU,,5/13/2015,1001 WALNUT STREET,,EVANSVILLE,UNITED STATES OF AMERICA,Administrator,22,812-421-2020,111,47713,INDIANA,1993,A,PERU,EVANSVILLE,Master's
,Houston,"FosterQuan, LLP",TEXAS,,,A-13177-75241,8/9/2013,Certified-Expired,H-1B,PAKISTAN,,3/26/2015,1255 ENCLAVE PARKWAY,,HOUSTON,UNITED STATES OF AMERICA,Human Resources Manager,534,(281) 848-6000,,77077,TEXAS,1987,N,PAKISTAN,HOUSTON,Master's
,,,,,,A-13173-74273,6/22/2013,Denied,E-2,SOUTH KOREA,,1/28/2015,450 OLD FORT ROAD EAST,,FORT DEPOSIT,UNITED STATES OF AMERICA,HR Manager,183,334-227-0821,540,36032,ALABAMA,2004,A,SOUTH KOREA,MONTGOMERY,High School
,Foster City,"Law Office of Jocelyne J. Kim Lew, A Professional Corporation",CALIFORNIA,,,A-13171-73687,9/10/2013,Certified,H-1B,INDIA,,4/24/2015,892 ROSS DRIVE,,SUNNYVALE,UNITED STATES OF AMERICA,"Director, Talent Acquisition",310,408-517-4710,,94089,CALIFORNIA,2002,A,INDIA,SUNNYVALE,Master's
,Cincinnati,Dinsmore & Shohl LLP,OHIO,,,A-13171-73692,6/26/2013,Certified-Expired,H-1B,HONG KONG,,12/31/2014,THREE TECHNOLOGY WAY,,NORWOOD,UNITED STATES OF AMERICA,Corporate Immigration Manager,3200,781-329-4700,,2062,MASSACHUSETTS,1965,A,HONG KONG,GREENSBORO,Master's
,Maineville,"The Khosla Immigration Law Group, P.C.",OHIO,,,A-13177-75278,6/29/2013,Denied,H-4,INDIA,,5/19/2015,810 CRESCENT CENTER DRIVE,SUITE 170,FRANKLIN,UNITED STATES OF AMERICA,Chief Operating Officer,109,877-406-3698,,37067,TENNESSEE,2000,A,INDIA,EDISON,Master's
,Pleasanton,"Dana Michael Ritter, PC",CALIFORNIA,,,A-13172-74204,12/8/2014,Certified,Not in USA,INDIA,,6/19/2015,1230 MIDAS WAY,SUITE 200,SUNNYVALE,UNITED STATES OF AMERICA,Vice President,136,4084961882,112,94085,CALIFORNIA,1998,A,INDIA,MARLBOROUGH,Master's
,Philadelphia,"Klasko, Rulon, Stock & Seltzer, LLP",PENNSYLVANIA,,,A-13171-73711,7/29/2013,Certified-Expired,H-1B,INDIA,,2/11/2015,ONE COMCAST CENTER,1701 JFK BOULEVARD,PHILADELPHIA,UNITED STATES OF AMERICA,Human Resources Administrator,129000,215-286-5912,,19103,PENNSYLVANIA,1963,A,INDIA,DEVON,Bachelor's
,Farmington Hills,"Law Offices of Amarnath Gowda, LL.B., J.D.",MICHIGAN,,,A-13176-75038,7/10/2013,Certified-Expired,H-1B,INDIA,,3/2/2015,22260 HAGGERTY ROAD,SUITE # 285,NORTHVILLE,UNITED STATES OF AMERICA,Human Resources Manager,230,248-504-6870,,48167,MICHIGAN,2004,A,INDIA,GAITHERSBURG,Master's
,New York,"Arun Misra, P.C.",NEW YORK,,,A-13177-75245,6/27/2013,Denied,H-1B,INDIA,,7/1/2015,37 STATION DRIVE,SUITE# 1E,PRINCETON JUNCTION,UNITED STATES OF AMERICA,PRESIDENT,22,609-750-0669,11,8550,NEW JERSEY,2004,Y,INDIA,STAMFORD,Master's
,Houston,,TEXAS,,,A-13092-52247,4/11/2013,Certified-Expired,L-1,FRANCE,,10/23/2014,11720  KATY FREEWAY,,HOUSTON,UNITED STATES OF AMERICA,Human Resources Manager,1400,281-870-1111,,77079,TEXAS,1974,A,FRANCE,YORBA LINDA,Master's
,Dallas,Berry Appleman & Leiden LLP,TEXAS,,,A-13158-69733,8/12/2013,Certified-Expired,L-1,CHINA,,3/6/2015,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,UNITED STATES OF AMERICA,Global Immigration Program Manager,53861,650-253-0000,,94043,CALIFORNIA,1998,N,CHINA,SUNNYVALE,Master's
,Portland,Black Helterline LLP,OREGON,,,A-13158-69737,6/11/2013,Certified,H-1B,INDIA,,4/16/2015,501 SE HAWTHORNE BLVD,STE 400,PORTLAND,UNITED STATES OF AMERICA,DCA HR Analyst/ Senior,4600,503-988-5015,,97214,OREGON,1854,Y,INDIA,BEAVERTON,Master's
,Atlanta,"Alston & Bird, LLP",GEORGIA,,,A-13172-74065,7/23/2013,Certified-Expired,H-1B,CHINA,,2/17/2015,1932 WYNNTON ROAD,,COLUMBUS,UNITED STATES OF AMERICA,Sr. Associate Counsel,4347,706-323-3431,,31999,GEORGIA,1955,A,CHINA,AUBURN,Master's
,Albany,Whiteman Osterman & Hanna LLP,NEW YORK,,,A-13168-72334,7/8/2013,Certified-Expired,H-1B,CANADA,,2/27/2015,216 AIRPORT DRIVE,,ROCHESTER,UNITED STATES OF AMERICA,DIRECTOR OF HUMAN RESOURCES PMC - AMERICAS,4800,6033305850,,3867,NEW HAMPSHIRE,1895,A,CANADA,GOOSE CREEK,High School
,DANBURY,"LAW OFFICES OF CYNTHIA R. EXNER, LLC",CONNECTICUT,,,A-13163-70975,6/11/2013,Certified,,ARGENTINA,,9/10/2015,"458 DANBURY ROAD, BLDG A",UNIT 6,NEW MILFORD,UNITED STATES OF AMERICA,OWNER/MEMBER,10,(203) 775-9244,,6776,CONNECTICUT,1996,A,ARGENTINA,MISIONES,High School
,Hartford,Robinson & Cole LLP,CONNECTICUT,,,A-13164-71406,9/9/2013,Certified,H-1B,INDIA,,4/23/2015,ONE ELMCROFT ROAD,,STAMFORD,UNITED STATES OF AMERICA,Manager-Immigration & Legal Administration,28000,203 356-5000,,6926,CONNECTICUT,1920,A,INDIA,NEW ROCHELLE,Bachelor's
,Pittsburgh,"Cohen & Grigsby, P.C.",PENNSYLVANIA,,,A-13169-72701,8/8/2013,Certified-Expired,Not in USA,ISRAEL,,3/13/2015,984 WATER STREET,,MEADVILLE,UNITED STATES OF AMERICA,Director of Human Resources,488,814-724-7710,,16335,PENNSYLVANIA,1972,A,ISRAEL,HAIFA,Doctorate
,Spotswood,"VAG LAW, LLC",NEW JERSEY,,,A-13163-70993,6/26/2013,Certified-Expired,H-1B,INDIA,,1/22/2015,10294A BALTIMORE NATIONAL PIKE,,ELLICOTT CITY,UNITED STATES OF AMERICA,CEO,14,410 988 5347,,21042,MARYLAND,1999,A,INDIA,SILVER SPRING,Bachelor's
,Houston,Law Offices of Dakshini R. Sen P.C.,TEXAS,,,A-13170-73206,6/21/2013,Certified-Expired,H-1B,INDIA,,1/9/2015,5700 HARTSDALE DR.,,HOUSTON,UNITED STATES OF AMERICA,Chief Internal Operations,100,7137808600,,77036,TEXAS,1976,A,QATAR,HOUSTON,Master's
,Cupertino,Law Office of Sharon Lue,CALIFORNIA,,,A-13164-71774,8/13/2013,Certified-Expired,H-1B,INDIA,,3/20/2015,333 W. SAN CARLOS ST.,SUITE 1100,SAN JOSE,UNITED STATES OF AMERICA,"Manager, HR & Finance",52,408-520-4937,,95110,CALIFORNIA,2010,A,INDIA,SANTA CLARA,Bachelor's
,Phoenix,"Fragomen, Del Rey, Bernsen & Loewy, LLP",ARIZONA,,,A-13171-73885,8/2/2013,Denied,H-1B,MEXICO,,3/13/2015,2200 MISSION COLLEGE BLVD.,,SANTA CLARA,UNITED STATES OF AMERICA,U.S. Immigration Ops Manager,57750,4087658080,,95052,CALIFORNIA,1968,N,MEXICO,CHANDLER,Doctorate
,Aurora,"Joseph Law Firm, P.C.",COLORADO,,,A-13176-74903,6/25/2013,Certified-Expired,H-1B,UNITED KINGDOM,,1/28/2015,88 INVERNESS CIRCLE EAST,SUITE I-103,ENGLEWOOD,UNITED STATES OF AMERICA,Vice President,11,7202796446,,80112,COLORADO,2006,A,UNITED KINGDOM,HIGHLANDS RANCH,Bachelor's
,Waltham,"Morse, Barnes-Brown & Pendleton PC",MASSACHUSETTS,,,A-13172-74096,7/29/2013,Certified-Expired,H-1B,CHINA,,2/20/2015,100 CAMBRIDGEPARK DRIVE,SUITE 400,CAMBRIDGE,UNITED STATES OF AMERICA,Director of Human Resources,270,617 354 0167,,2140,MASSACHUSETTS,1972,A,CHINA,BERKELEY,Master's
,Chicago,"Fragomen, Del Rey, Bernsen, & Loewy LLP",ILLINOIS,,,A-13164-71638,6/25/2013,Certified-Expired,H-1B,INDIA,,1/23/2015,100 ABBOTT PARK ROAD,,ABBOTT PARK,UNITED STATES OF AMERICA,Senior Paralegal,70000,(224) 667-8130,,60064,ILLINOIS,1888,Y,INDIA,DUBLIN,Master's
,Dallas,Azhar & Azhar Law Firm,TEXAS,,,A-13165-71932,6/24/2013,Certified-Expired,F-1,NEPAL,,1/14/2015,3105 LACKLAND RD.,,FORT WORTH,UNITED STATES OF AMERICA,Owner,8,8177386445,,76116,TEXAS,1995,A,NEPAL,FORT WORTH,Bachelor's
,Rockford,Hinshaw & Culbertson LLP,ILLINOIS,,,A-13168-72673,6/19/2013,Certified-Expired,H-1B,CANADA,,1/15/2015,4401 N. BELL SCHOOL RD.,,LOVES PARK,UNITED STATES OF AMERICA,HR Consultant,365,8156398600,8764,61111,ILLINOIS,1982,A,CHINA,ROCKFORD,Master's
,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",NEW YORK,,,A-13171-73535,8/12/2013,Certified-Expired,H-1B,INDIA,,4/2/2015,731 LEXINGTON AVE.,,NEW YORK,UNITED STATES OF AMERICA,Team Leader,15000,212-318-2000,,10022,NEW YORK,1981,A,INDIA,JERSEY CITY,Master's
,Boston,"Iandoli & Desai, P.C.",MASSACHUSETTS,,,A-13176-74907,11/12/2013,Withdrawn,H-1B,CHINA,,6/29/2015,12 FARNSWORTH ST 6TH FLOOR,,BOSTON,UNITED STATES OF AMERICA,Senior Human Resources Analyst,992,617-316-1008,,2210,MASSACHUSETTS,1995,A,CHINA,WELLESELY,Master's
,HAGATNA,"DAVIS & DAVIS, P.C.",GUAM,,,A-13169-73094,7/2/2013,Certified-Expired,H-2B,PHILIPPINES,,3/5/2015,380H HARMON INDUSTRIAL PARK RD,,TAMUNING,UNITED STATES OF AMERICA,PRESIDENT,47,671-649-7880,,96913,GUAM,1990,A,PHILIPPINES,HARMON,High School
